binom,redlistCategory,orderName,familyName,ED,num.studies,page_views.x
Amphisbaena xera,Near Threatened,Squamata,Amphisbaenidae,4,0,2506
Amplorhinus multimaculatus,Least Concern,Squamata,Pseudoxyrhophiidae,24,0,1422
Amyda cartilaginea,Vulnerable,Testudines,Trionychidae,16,1,25419
Amyda ornata,Not Assessed,Testudines,Trionychidae,13,0,0
Anadia altaserrania,Least Concern,Squamata,Gymnophthalmidae,3,0,265
Anadia antioquensis,Vulnerable,Squamata,Gymnophthalmidae,3,0,198
Anadia bitaeniata,Least Concern,Squamata,Gymnophthalmidae,3,0,222
Anadia blakei,Endangered,Squamata,Gymnophthalmidae,3,0,315
Anadia bogotensis,Near Threatened,Squamata,Gymnophthalmidae,3,0,385
Anadia brevifrontalis,Endangered,Squamata,Gymnophthalmidae,3,0,207
Anadia bumanguesa,Data Deficient,Squamata,Gymnophthalmidae,3,0,194
Anadia escalerae,Least Concern,Squamata,Gymnophthalmidae,3,0,190
Anadia hobarti,Least Concern,Squamata,Gymnophthalmidae,3,0,214
Anadia marmorata,Least Concern,Squamata,Gymnophthalmidae,3,0,307
Anadia ocellata,Least Concern,Squamata,Gymnophthalmidae,3,0,3651
Anadia pamplonensis,Endangered,Squamata,Gymnophthalmidae,3,0,283
Anadia pariaensis,Endangered,Squamata,Gymnophthalmidae,3,0,149
Anadia petersi,Data Deficient,Squamata,Gymnophthalmidae,3,0,225
Anadia pulchella,Near Threatened,Squamata,Gymnophthalmidae,3,0,216
Anadia rhombifera,Least Concern,Squamata,Gymnophthalmidae,3,0,307
Anadia steyeri,Least Concern,Squamata,Gymnophthalmidae,3,0,265
Anadia vittata,Least Concern,Squamata,Gymnophthalmidae,3,0,250
Anatololacerta anatolica,Least Concern,Squamata,Lacertidae,5,0,8164
Anatololacerta budaki,Not Assessed,Squamata,Lacertidae,6,0,0
Anatololacerta danfordi,Least Concern,Squamata,Lacertidae,6,0,361
Anatololacerta pelasgiana,Not Assessed,Squamata,Lacertidae,7,0,530
Ancylocranium barkeri,Data Deficient,Squamata,Amphisbaenidae,9,0,186
Ancylocranium ionidesi,Data Deficient,Squamata,Amphisbaenidae,9,0,209
Ancylocranium somalicum,Not Assessed,Squamata,Amphisbaenidae,9,0,450
Andinosaura afrania,Not Assessed,Squamata,Gymnophthalmidae,3,0,208
Andinosaura aurea,Not Assessed,Squamata,Gymnophthalmidae,3,0,258
Andinosaura crypta,Not Assessed,Squamata,Gymnophthalmidae,3,0,196
Andinosaura hyposticta,Not Assessed,Squamata,Gymnophthalmidae,3,0,251
Andinosaura kiziriani,Not Assessed,Squamata,Gymnophthalmidae,4,0,169
Andinosaura laevis,Not Assessed,Squamata,Gymnophthalmidae,3,0,207
Andinosaura oculata,Not Assessed,Squamata,Gymnophthalmidae,3,0,219
Andinosaura petrorum,Not Assessed,Squamata,Gymnophthalmidae,3,0,238
Andinosaura stellae,Not Assessed,Squamata,Gymnophthalmidae,3,0,158
Andinosaura vespertina,Not Assessed,Squamata,Gymnophthalmidae,3,0,136
Andinosaura vieta,Not Assessed,Squamata,Gymnophthalmidae,3,0,144
Anelytropsis papillosus,Least Concern,Squamata,Dibamidae,37,0,3351
Anepischetosia maccoyi,Least Concern,Squamata,Scincidae,9,0,371
Anguis cephallonica,Near Threatened,Squamata,Anguidae,8,0,12851
Anguis colchica,Not Assessed,Squamata,Anguidae,5,0,0
Anguis fragilis,Not Assessed,Squamata,Anguidae,5,4,18794
Anguis graeca,Not Assessed,Squamata,Anguidae,6,0,0
Anguis veronensis,Not Assessed,Squamata,Anguidae,7,0,0
Anilios affinis,Least Concern,Squamata,Typhlopidae,8,0,286
Anilios ammodytes,Least Concern,Squamata,Typhlopidae,4,0,0
Anilios aspina,Least Concern,Squamata,Typhlopidae,4,0,0
Anilios australis,Least Concern,Squamata,Typhlopidae,7,2,1242
Anilios batillus,Data Deficient,Squamata,Typhlopidae,4,0,398
Anilios bicolor,Least Concern,Squamata,Typhlopidae,4,0,0
Anilios bituberculatus,Least Concern,Squamata,Typhlopidae,8,0,1224
Anilios broomi,Least Concern,Squamata,Typhlopidae,4,0,448
Anilios centralis,Least Concern,Squamata,Typhlopidae,5,0,383
Anilios chamodracaena,Least Concern,Squamata,Typhlopidae,4,0,614
Anilios diversus,Least Concern,Squamata,Typhlopidae,4,0,389
Anilios endoterus,Least Concern,Squamata,Typhlopidae,5,0,404
Anilios erycinus,Least Concern,Squamata,Typhlopidae,3,0,207
Anilios fossor,Least Concern,Squamata,Typhlopidae,4,0,0
Anilios ganei,Least Concern,Squamata,Typhlopidae,4,0,0
Anilios grypus,Least Concern,Squamata,Typhlopidae,7,0,376
Anilios guentheri,Least Concern,Squamata,Typhlopidae,7,0,288
Anilios hamatus,Least Concern,Squamata,Typhlopidae,5,0,350
Anilios howi,Data Deficient,Squamata,Typhlopidae,7,0,341
Anilios insperatus,Critically Endangered,Squamata,Typhlopidae,4,0,0
Anilios kimberleyensis,Least Concern,Squamata,Typhlopidae,4,0,180
Anilios leptosoma,Not Assessed,Squamata,Typhlopidae,6,0,228
Anilios leucoproctus,Least Concern,Squamata,Typhlopidae,3,0,644
Anilios ligatus,Least Concern,Squamata,Typhlopidae,4,0,596
Anilios longissimus,Data Deficient,Squamata,Typhlopidae,8,0,0
Anilios margaretae,Least Concern,Squamata,Typhlopidae,4,0,261
Anilios micromma,Not Assessed,Squamata,Typhlopidae,4,0,203
Anilios minimus,Least Concern,Squamata,Typhlopidae,4,0,268
Anilios nema,Least Concern,Squamata,Typhlopidae,4,0,0
Anilios nigrescens,Least Concern,Squamata,Typhlopidae,8,0,1101
Anilios pilbarensis,Least Concern,Squamata,Typhlopidae,6,0,421
Anilios pinguis,Least Concern,Squamata,Typhlopidae,2,0,199
Anilios proximus,Least Concern,Squamata,Typhlopidae,11,0,334
Anilios robertsi,Data Deficient,Squamata,Typhlopidae,4,0,0
Anilios silvia,Least Concern,Squamata,Typhlopidae,12,0,578
Anilios splendidus,Data Deficient,Squamata,Typhlopidae,1,0,0
Anilios torresianus,Least Concern,Squamata,Typhlopidae,4,0,0
Anilios tovelli,Least Concern,Squamata,Typhlopidae,4,0,526
Anilios troglodytes,Least Concern,Squamata,Typhlopidae,4,0,189
Anilios unguirostris,Least Concern,Squamata,Typhlopidae,9,0,385
Anilios waitii,Least Concern,Squamata,Typhlopidae,5,0,565
Anilios wiedii,Least Concern,Squamata,Typhlopidae,10,0,745
Anilios yampiensis,Data Deficient,Squamata,Typhlopidae,4,0,461
Anilios yirrikalae,Least Concern,Squamata,Typhlopidae,4,0,273
Anilios zonula,Data Deficient,Squamata,Typhlopidae,4,0,0
Anilius scytale,Least Concern,Squamata,Aniliidae,70,0,34124
Anisolepis grilli,Least Concern,Squamata,Leiosauridae,7,0,0
Anisolepis longicauda,Vulnerable,Squamata,Leiosauridae,6,0,0
Anisolepis undulatus,Vulnerable,Squamata,Leiosauridae,6,0,3917
Anniella alexanderae,Vulnerable,Squamata,Anguidae,18,0,0
Anniella campi,Not Assessed,Squamata,Anguidae,19,0,1966
Anniella geronimensis,Endangered,Squamata,Anguidae,17,0,0
Anniella grinnelli,Endangered,Squamata,Anguidae,18,0,0
Anniella pulchra,Least Concern,Squamata,Anguidae,20,0,24239
Anniella stebbinsi,Least Concern,Squamata,Anguidae,19,0,3806
Anolis acutus,Least Concern,Squamata,Dactyloidae,17,0,5055
Anolis aeneus,Least Concern,Squamata,Dactyloidae,9,0,4006
Anolis aequatorialis,Least Concern,Squamata,Dactyloidae,11,0,0
Anolis agassizi,Least Concern,Squamata,Dactyloidae,22,0,3063
Anolis agueroi,Not Assessed,Squamata,Dactyloidae,9,0,0
Anolis ahli,Endangered,Squamata,Dactyloidae,6,0,0
Anolis alayoni,Least Concern,Squamata,Dactyloidae,17,0,0
Anolis alfaroi,Not Assessed,Squamata,Dactyloidae,13,0,0
Anolis aliniger,Not Assessed,Squamata,Dactyloidae,12,0,0
Anolis allisoni,Least Concern,Squamata,Dactyloidae,8,0,7167
Anolis allogus,Least Concern,Squamata,Dactyloidae,8,0,0
Anolis alocomyos,Not Assessed,Squamata,Dactyloidae,9,0,0
Anolis altae,Least Concern,Squamata,Dactyloidae,4,0,0
Anolis altavelensis,Critically Endangered,Squamata,Dactyloidae,8,0,0
Anolis altitudinalis,Not Assessed,Squamata,Dactyloidae,8,0,0
Anolis alumina,Near Threatened,Squamata,Dactyloidae,18,0,0
Anolis alutaceus,Least Concern,Squamata,Dactyloidae,8,0,0
Anolis alvarezdeltoroi,Data Deficient,Squamata,Dactyloidae,8,0,0
Anolis amplisquamosus,Critically Endangered,Squamata,Dactyloidae,8,0,0
Anolis anatoloros,Least Concern,Squamata,Dactyloidae,5,0,0
Anolis anchicayae,Not Assessed,Squamata,Dactyloidae,9,0,0
Anolis anfiloquioi,Least Concern,Squamata,Dactyloidae,8,0,0
Anolis angusticeps,Not Assessed,Squamata,Dactyloidae,11,0,0
Anolis anisolepis,Least Concern,Squamata,Dactyloidae,8,0,0
Anolis annectens,Least Concern,Squamata,Dactyloidae,12,0,0
Anolis anoriensis,Least Concern,Squamata,Dactyloidae,12,0,0
Anolis antioquiae,Near Threatened,Squamata,Dactyloidae,8,0,0
Anolis antonii,Least Concern,Squamata,Dactyloidae,8,0,0
Anolis apletolepis,Not Assessed,Squamata,Dactyloidae,9,0,0
Anolis apletophallus,Least Concern,Squamata,Dactyloidae,7,0,593
Anolis apollinaris,Least Concern,Squamata,Dactyloidae,9,0,0
Anolis aquaticus,Least Concern,Squamata,Dactyloidae,14,0,2996
Anolis argenteolus,Least Concern,Squamata,Dactyloidae,28,0,0
Anolis argillaceus,Least Concern,Squamata,Dactyloidae,7,0,0
Anolis armouri,Near Threatened,Squamata,Dactyloidae,13,0,0
Anolis auratus,Least Concern,Squamata,Dactyloidae,25,0,0
Anolis bahorucoensis,Not Assessed,Squamata,Dactyloidae,17,0,0
Anolis baleatus,Least Concern,Squamata,Dactyloidae,4,0,0
Anolis baracoae,Near Threatened,Squamata,Dactyloidae,4,0,0
Anolis barahonae,Not Assessed,Squamata,Dactyloidae,4,0,0
Anolis barbatus,Not Assessed,Squamata,Dactyloidae,7,0,6976
Anolis barbouri,Not Assessed,Squamata,Dactyloidae,36,0,0
Anolis barkeri,Vulnerable,Squamata,Dactyloidae,8,0,0
Anolis bartschi,Least Concern,Squamata,Dactyloidae,25,0,2740
Anolis beckeri,Least Concern,Squamata,Dactyloidae,9,0,0
Anolis bellipeniculus,Least Concern,Squamata,Dactyloidae,8,0,0
Anolis benedikti,Not Assessed,Squamata,Dactyloidae,8,0,0
Anolis bicaorum,Not Assessed,Squamata,Dactyloidae,4,0,0
Anolis bimaculatus,Least Concern,Squamata,Dactyloidae,13,0,5471
Anolis binotatus,Least Concern,Squamata,Dactyloidae,8,0,0
Anolis biporcatus,Not Assessed,Squamata,Dactyloidae,22,0,4015
Anolis birama,Not Assessed,Squamata,Dactyloidae,8,0,0
Anolis bitectus,Not Assessed,Squamata,Dactyloidae,21,0,0
Anolis blanquillanus,Least Concern,Squamata,Dactyloidae,9,0,0
Anolis boettgeri,Not Assessed,Squamata,Dactyloidae,9,0,0
Anolis bombiceps,Least Concern,Squamata,Dactyloidae,13,0,0
Anolis bonairensis,Not Assessed,Squamata,Dactyloidae,30,0,0
Anolis boulengerianus,Data Deficient,Squamata,Dactyloidae,4,0,0
Anolis brasiliensis,Least Concern,Squamata,Dactyloidae,10,0,0
Anolis bremeri,Least Concern,Squamata,Dactyloidae,9,0,0
Anolis breslini,Endangered,Squamata,Dactyloidae,11,0,0
Anolis brevirostris,Least Concern,Squamata,Dactyloidae,16,0,0
Anolis brunneus,Not Assessed,Squamata,Dactyloidae,11,0,0
Anolis calimae,Vulnerable,Squamata,Dactyloidae,27,0,0
Anolis campbelli,Not Assessed,Squamata,Dactyloidae,8,0,0
Anolis capito,Least Concern,Squamata,Dactyloidae,18,0,0
Anolis caquetae,Data Deficient,Squamata,Dactyloidae,9,0,0
Anolis carlliebi,Not Assessed,Squamata,Dactyloidae,15,0,1660
Anolis carlostoddi,Least Concern,Squamata,Dactyloidae,9,0,0
Anolis carolinensis,Least Concern,Squamata,Dactyloidae,10,5,177891
Anolis carpenteri,Least Concern,Squamata,Dactyloidae,17,0,1734
Anolis casildae,Not Assessed,Squamata,Dactyloidae,13,0,0
Anolis caudalis,Least Concern,Squamata,Dactyloidae,13,0,0
Anolis centralis,Least Concern,Squamata,Dactyloidae,7,0,0
Anolis chamaeleonides,Not Assessed,Squamata,Dactyloidae,4,0,0
Anolis charlesmyersi,Least Concern,Squamata,Dactyloidae,8,0,0
Anolis chloris,Least Concern,Squamata,Dactyloidae,17,0,0
Anolis chlorocyanus,Not Assessed,Squamata,Dactyloidae,14,0,2761
Anolis chlorodius,Not Assessed,Squamata,Dactyloidae,10,0,0
Anolis christophei,Not Assessed,Squamata,Dactyloidae,22,0,0
Anolis chrysolepis,Least Concern,Squamata,Dactyloidae,2,0,0
Anolis chrysops,Not Assessed,Squamata,Dactyloidae,2,0,0
Anolis clivicola,Least Concern,Squamata,Dactyloidae,13,0,0
Anolis cobanensis,Not Assessed,Squamata,Dactyloidae,8,0,0
Anolis coelestinus,Not Assessed,Squamata,Dactyloidae,14,0,0
Anolis compressicauda,Least Concern,Squamata,Dactyloidae,7,0,0
Anolis concolor,Least Concern,Squamata,Dactyloidae,8,0,0
Anolis confusus,Endangered,Squamata,Dactyloidae,10,0,0
Anolis conspersus,Least Concern,Squamata,Dactyloidae,2,0,3690
Anolis cooki,Not Assessed,Squamata,Dactyloidae,15,0,0
Anolis crassulus,Least Concern,Squamata,Dactyloidae,20,0,0
Anolis cristatellus,Least Concern,Squamata,Dactyloidae,10,1,13302
Anolis cristifer,Data Deficient,Squamata,Dactyloidae,9,0,0
Anolis cryptolimifrons,Least Concern,Squamata,Dactyloidae,8,0,0
Anolis cupeyalensis,Least Concern,Squamata,Dactyloidae,5,0,0
Anolis cupreus,Least Concern,Squamata,Dactyloidae,15,0,0
Anolis cuprinus,Least Concern,Squamata,Dactyloidae,8,0,0
Anolis cuscoensis,Least Concern,Squamata,Dactyloidae,7,0,0
Anolis cusuco,Endangered,Squamata,Dactyloidae,20,0,0
Anolis cuvieri,Least Concern,Squamata,Dactyloidae,29,1,11342
Anolis cyanopleurus,Least Concern,Squamata,Dactyloidae,5,0,0
Anolis cyanostictus,Not Assessed,Squamata,Dactyloidae,9,0,0
